index,Diện tích,Dài,Rộng,Giá/m2,Ngày
7928.0,41 m²,10 m,41 m,"173,17 triệu/m²",2020_08_04
7929.0,35 m²,35 m,35 m,"68,57 triệu/m²",2020_08_04
7933.0,35 m²,10 m,3.5 m,"49,14 triệu/m²",2020_08_04
7937.0,32 m²,10 m,3.2 m,100 triệu/m²,2020_08_04
7946.0,50 m²,10 m,5 m,120 triệu/m²,2020_08_04
7947.0,30 m²,10 m,3.1 m,"81,67 triệu/m²",2020_08_04
7948.0,33 m²,11 m,3.1 m,"96,97 triệu/m²",2020_08_04
7950.0,32 m²,9 m,3.5 m,"93,75 triệu/m²",2020_08_04
7951.0,53 m²,13 m,4 m,"58,49 triệu/m²",2020_08_04
7957.0,34 m²,8 m,4 m,"97,06 triệu/m²",2020_08_04
7958.0,88.5 m²,12.5 m,7 m,"98,86 triệu/m²",2020_08_04
7965.0,40 m²,10 m,4.2 m,120 triệu/m²,2020_08_04
7967.0,65 m²,13 m,5 m,"169,23 triệu/m²",2020_08_04
7969.0,38 m²,10 m,3.8 m,"51,84 triệu/m²",2020_08_04
7976.0,50 m²,10 m,5 m,76 triệu/m²,2020_08_04
7977.0,37 m²,10.5 m,3.5 m,"83,78 triệu/m²",2020_08_04
7980.0,35 m²,7 m,5 m,"97,14 triệu/m²",2020_08_04
7981.0,33 m²,10 m,4 m,"81,82 triệu/m²",2020_08_04
7984.0,20 m²,7 m,3 m,160 triệu/m²,2020_08_04
7988.0,42 m²,12 m,3.7 m,"88,1 triệu/m²",2020_08_04
7992.0,30 m²,75 m,42 m,"73,33 triệu/m²",2020_08_04
7993.0,40 m²,11.4 m,3.5 m,80 triệu/m²,2020_08_04
7995.0,90 m²,18 m,5.5 m,"13,33 triệu/m²",2020_08_04
7996.0,82 m²,16.5 m,5 m,"83,54 triệu/m²",2020_08_04
8004.0,40 m²,10 m,4 m,100 triệu/m²,2020_08_04
8005.0,35 m²,9 m,4 m,"78,57 triệu/m²",2020_08_04
8010.0,36 m²,9 m,3.8 m,"97,22 triệu/m²",2020_08_04
8019.0,42 m²,11 m,4 m,"88,1 triệu/m²",2020_08_04
8020.0,45 m²,12 m,4.2 m,"75,56 triệu/m²",2020_08_04
8022.0,34 m²,10 m,3.4 m,"51,47 triệu/m²",2020_08_04
8026.0,35 m²,9 m,4 m,"78,57 triệu/m²",2020_08_04
8027.0,40 m²,10 m,4 m,100 triệu/m²,2020_08_04
8031.0,42 m²,10 m,4 m,"102,38 triệu/m²",2020_08_04
8040.0,35 m²,9 m,4 m,"77,14 triệu/m²",2020_08_04
8041.0,43 m²,11 m,3.8 m,"70,93 triệu/m²",2020_08_04
8047.0,46 m²,12 m,4 m,"76,09 triệu/m²",2020_08_04
8065.0,33 m²,10.3 m,3.3 m,"69,7 triệu/m²",2020_08_04
8066.0,50 m²,13 m,4 m,106 triệu/m²,2020_08_04
8070.0,30 m²,5.5 m,5.5 m,"93,33 triệu/m²",2020_08_04
8072.0,48 m²,12 m,4 m,"97,92 triệu/m²",2020_08_04
8079.0,65 m²,16 m,4 m,"52,31 triệu/m²",2020_08_04
8083.0,53 m²,13 m,3.8 m,"103,77 triệu/m²",2020_08_04
8089.0,64 m²,16 m,4 m,"71,88 triệu/m²",2020_08_04
8091.0,18 m²,5 m,4 m,"97,22 triệu/m²",2020_08_04
8092.0,46 m²,10 m,4.6 m,100 triệu/m²,2020_08_04
8093.0,67 m²,14 m,4 m,"28,06 triệu/m²",2020_08_04
8097.0,37 m²,9.5 m,4 m,"81,08 triệu/m²",2020_08_04
8102.0,32 m²,8.6 m,3.5 m,"60,94 triệu/m²",2020_08_04
8106.0,32 m²,9 m,4 m,"181,25 triệu/m²",2020_08_04
8108.0,60 m²,17.1 m,3.5 m,"103,33 triệu/m²",2020_08_04
8112.0,37 m²,8.6 m,4.3 m,"80,81 triệu/m²",2020_08_04
8113.0,40 m²,8 m,5 m,125 triệu/m²,2020_08_04
8115.0,30 m²,9 m,3.6 m,80 triệu/m²,2020_08_04
8122.0,196 m²,25 m,7.92 m,"28,06 triệu/m²",2020_08_04
8126.0,33 m²,10 m,3.5 m,"90,91 triệu/m²",2020_08_04
8127.0,33 m²,8 m,4 m,"69,7 triệu/m²",2020_08_04
8131.0,50 m²,10 m,5 m,204 triệu/m²,2020_08_04
8135.0,64 m²,16 m,4 m,"85,94 triệu/m²",2020_08_04
8139.0,35 m²,35 m,35 m,"88,57 triệu/m²",2020_08_04
8144.0,70 m²,18 m,4 m,242.857 đ/m²,2020_08_04
8148.0,42 m²,8.5 m,4 m,"103,57 triệu/m²",2020_08_04
8150.0,30 m²,6 m,5 m,"143,33 triệu/m²",2020_08_04
8152.0,30 m²,9 m,3.6 m,80 triệu/m²,2020_08_04
8154.0,47 m²,13.4 m,3.5 m,"98,94 triệu/m²",2020_08_04
8155.0,40 m²,10 m,4 m,"107,5 triệu/m²",2020_08_04
8157.0,80 m²,18 m,4.5 m,575 triệu/m²,2020_08_04
8167.0,30 m²,9 m,3.5 m,"60,67 triệu/m²",2020_08_04
8175.0,290 m²,14 m,20 m,"51,38 triệu/m²",2020_08_04
8190.0,57 m²,11 m,5.1 m,"42,98 triệu/m²",2020_08_04
8194.0,33 m²,8.2 m,4 m,"78,79 triệu/m²",2020_08_04
8200.0,25 m²,7 m,3.1 m,88 triệu/m²,2020_08_04
8208.0,35 m²,9 m,4 m,"72,86 triệu/m²",2020_08_04
8211.0,38 m²,9 m,4.2 m,"73,68 triệu/m²",2020_08_04
8212.0,70 m²,12 m,5 m,"67,14 triệu/m²",2020_08_04
8221.0,68 m²,17 m,4 m,"125,74 triệu/m²",2020_08_04
8238.0,30 m²,9 m,35 m,"63,33 triệu/m²",2020_08_04
8242.0,40 m²,11 m,3 m,"34,5 triệu/m²",2020_08_04
8244.0,62 m²,12 m,5 m,"53,87 triệu/m²",2020_08_04
8246.0,30 m²,9 m,3.5 m,90 triệu/m²,2020_08_04
8248.0,25 m²,5 m,5 m,100 triệu/m²,2020_08_04
8255.0,45 m²,12 m,4 m,"142,22 triệu/m²",2020_08_04
8256.0,65 m²,10 m,6.5 m,"263,08 triệu/m²",2020_08_04
8260.0,35 m²,9 m,4 m,"102,86 triệu/m²",2020_08_04
8277.0,56 m²,13.5 m,4 m,"139,29 triệu/m²",2020_08_04
8286.0,38 m²,9.5 m,4.1 m,"88,16 triệu/m²",2020_08_04
8291.0,67 m²,10 m,6.7 m,"246,27 triệu/m²",2020_08_04
8299.0,42 m²,10 m,4.2 m,"33,33 triệu/m²",2020_08_04
8300.0,40 m²,8 m,5 m,90 triệu/m²,2020_08_04
8302.0,35 m²,10 m,35 m,40 triệu/m²,2020_08_04
8303.0,52 m²,15 m,3.8 m,"91,35 triệu/m²",2020_08_04
8304.0,31 m²,10 m,3 m,"138,71 triệu/m²",2020_08_04
8305.0,35 m²,9 m,4 m,"121,43 triệu/m²",2020_08_04
8307.0,20 m²,7 m,3 m,115 triệu/m²,2020_08_04
8314.0,30 m²,8 m,3 m,50 triệu/m²,2020_08_04
8317.0,42 m²,10.5 m,4 m,"119,05 triệu/m²",2020_08_04
8318.0,147 m²,14.7 m,10 m,"170,07 triệu/m²",2020_08_04
8324.0,35 m²,7 m,5 m,80 triệu/m²,2020_08_04
8330.0,30 m²,10 m,3.3 m,"83,33 triệu/m²",2020_08_04
8333.0,68 m²,10 m,6.8 m,"204,41 triệu/m²",2020_08_04
8336.0,25 m²,8 m,3 m,74 triệu/m²,2020_08_04
8339.0,39 m²,10 m,3.8 m,"74,36 triệu/m²",2020_08_04
8346.0,20 m²,5 m,4 m,120 triệu/m²,2020_08_04
8352.0,32 m²,8 m,3.6 m,"93,75 triệu/m²",2020_08_04
8353.0,1946 m²,100 m,20 m,"1,45 triệu/m²",2020_08_04
8355.0,35 m²,9 m,4 m,"75,71 triệu/m²",2020_08_04
8362.0,50 m²,12 m,4 m,130 triệu/m²,2020_08_04
8378.0,34 m²,10 m,3.4 m,"105,59 triệu/m²",2020_08_04
8379.0,31 m²,8 m,4 m,"127,42 triệu/m²",2020_08_04
8381.0,69 m²,10 m,6.9 m,"210,14 triệu/m²",2020_08_04
8382.0,135 m²,9 m,12 m,"481,48 triệu/m²",2020_08_04
8385.0,37 m²,12 m,3.6 m,"100,54 triệu/m²",2020_08_04
8387.0,75 m²,15 m,5 m,104 triệu/m²,2020_08_04
8389.0,44 m²,11 m,4 m,"65,91 triệu/m²",2020_08_04
8392.0,36 m²,10.18 m,3.48 m,"73,61 triệu/m²",2020_08_04
8399.0,30 m²,6 m,5 m,"131,67 triệu/m²",2020_08_04
8401.0,32 m²,8.6 m,3.6 m,"39,06 triệu/m²",2020_08_04
8403.0,41 m²,9 m,4.5 m,"173,17 triệu/m²",2020_08_04
8404.0,47 m²,9.59 m,4.9 m,"45,74 triệu/m²",2020_08_04
8406.0,43 m²,11 m,4 m,"81,4 triệu/m²",2020_08_04
8408.0,45 m²,8 m,6 m,"61,11 triệu/m²",2020_08_04
8413.0,31 m²,9 m,3.6 m,"3,29 triệu/m²",2020_08_04
8417.0,60 m²,10 m,6 m,"64,67 triệu/m²",2020_08_04
8418.0,52 m²,11 m,5 m,75 triệu/m²,2020_08_04
8419.0,42 m²,10.5 m,4 m,"109,52 triệu/m²",2020_08_04
8423.0,47 m²,10.5 m,4.5 m,"1,13 triệu/m²",2020_08_04
8424.0,35 m²,10 m,3.5 m,100 triệu/m²,2020_08_04
8426.0,32 m²,10 m,3 m,"98,44 triệu/m²",2020_08_04
8428.0,35 m²,8.5 m,4 m,"88,57 triệu/m²",2020_08_04
8431.0,44 m²,11 m,4 m,"60,23 triệu/m²",2020_08_04
8436.0,40 m²,15 m,5 m,"72,22 triệu/m²",2020_08_04
8439.0,45 m²,11.1 m,4.1 m,"73,33 triệu/m²",2020_08_04
8440.0,55 m²,15 m,5 m,"29,09 triệu/m²",2020_08_04
8444.0,38 m²,4 m,3.3 m,"55,26 triệu/m²",2020_08_04
8452.0,35 m²,7 m,5 m,"97,14 triệu/m²",2020_08_04
8455.0,30 m²,6 m,5 m,"76,67 triệu/m²",2020_08_04
8458.0,39 m²,8 m,5 m,"84,62 triệu/m²",2020_08_04
8459.0,30 m²,8 m,4 m,80 triệu/m²,2020_08_04
8461.0,56 m²,8 m,7 m,"42,86 triệu/m²",2020_08_04
8462.0,35 m²,7 m,5 m,"112,86 triệu/m²",2020_08_04
8464.0,32 m²,9.5 m,3.3 m,"57,81 triệu/m²",2020_08_04
8466.0,25 m²,6.5 m,3.8 m,"79,6 triệu/m²",2020_08_04
8468.0,45 m²,9 m,5 m,80 triệu/m²,2020_08_04
8469.0,35 m²,10 m,3.6 m,"71,43 triệu/m²",2020_08_04
8470.0,40 m²,12.5 m,3.6 m,"98,75 triệu/m²",2020_08_04
8471.0,24 m²,8 m,4 m,75 triệu/m²,2020_08_04
8476.0,40 m²,8 m,5 m,"66,25 triệu/m²",2020_08_04
8477.0,20 m²,7 m,3 m,"61,5 triệu/m²",2020_08_04
8478.0,70 m²,6.8 m,10.6 m,"378,57 triệu/m²",2020_08_04
8485.0,42 m²,10 m,4 m,"73,81 triệu/m²",2020_08_04
8487.0,33 m²,12 m,4 m,"124,24 triệu/m²",2020_08_04
8490.0,45 m²,12 m,4 m,"77,78 triệu/m²",2020_08_04
8491.0,42 m²,7 m,6 m,"144,05 triệu/m²",2020_08_04
8492.0,40 m²,13.5 m,3 m,120 triệu/m²,2020_08_04
8494.0,45 m²,23 m,4.5 m,"84,44 triệu/m²",2020_08_04
8496.0,20 m²,6 m,3.5 m,"102,5 triệu/m²",2020_08_04
8498.0,37 m²,12 m,3 m,"71,62 triệu/m²",2020_08_04
8499.0,80 m²,19 m,4.2 m,"131,25 triệu/m²",2020_08_04
8504.0,41 m²,11.5 m,4.5 m,"97,56 triệu/m²",2020_08_04
8505.0,200 m²,20 m,11 m,250 triệu/m²,2020_08_04
8512.0,36 m²,12 m,3 m,"76,39 triệu/m²",2020_08_04
8514.0,32 m²,8 m,4 m,"39,06 triệu/m²",2020_08_04
8515.0,33 m²,6 m,6 m,"119,7 triệu/m²",2020_08_04
8516.0,38 m²,8 m,6 m,"89,47 triệu/m²",2020_08_04
8522.0,50 m²,11 m,4.5 m,98 triệu/m²,2020_08_04
8526.0,34 m²,7 m,5 m,"110,29 triệu/m²",2020_08_04
8528.0,39 m²,10 m,3.9 m,"41,03 triệu/m²",2020_08_04
8532.0,43 m²,11 m,4 m,"120,93 triệu/m²",2020_08_04
8534.0,60 m²,15 m,4 m,"208,33 triệu/m²",2020_08_04
8536.0,31 m²,8 m,4 m,"48,39 triệu/m²",2020_08_04
8544.0,51 m²,12.5 m,3.7 m,"84,31 triệu/m²",2020_08_04
8548.0,50 m²,10 m,5 m,70 triệu/m²,2020_08_04
8555.0,42 m²,10 m,4 m,"91,67 triệu/m²",2020_08_04
8558.0,35 m²,9 m,4.2 m,"165,71 triệu/m²",2020_08_04
8559.0,55 m²,11 m,5 m,"92,73 triệu/m²",2020_08_04
8562.0,58 m²,12 m,5 m,"58,62 triệu/m²",2020_08_04
8563.0,137 m²,12 m,11.9 m,875.912 đ/m²,2020_08_04
8573.0,40 m²,10 m,4 m,42 triệu/m²,2020_08_04
8574.0,35 m²,10 m,3.5 m,100 triệu/m²,2020_08_04
8579.0,40 m²,13.33 m,3 m,"78,75 triệu/m²",2020_08_04
8586.0,40 m²,5.95 m,5.6 m,"57,5 triệu/m²",2020_08_04
8587.0,35 m²,11 m,3.2 m,"64,29 triệu/m²",2020_08_04
8590.0,42 m²,10 m,4.2 m,"90,48 triệu/m²",2020_08_04
8591.0,55 m²,16 m,35 m,"32,73 triệu/m²",2020_08_04
8592.0,66 m²,12 m,6 m,"75,76 triệu/m²",2020_08_04
8595.0,59 m²,11 m,6 m,"177,97 triệu/m²",2020_08_04
8604.0,40 m²,20 m,5 m,"48,75 triệu/m²",2020_08_04
8610.0,45 m²,11 m,4 m,"88,89 triệu/m²",2020_08_04
8612.0,56 m²,12 m,5 m,"108,93 triệu/m²",2020_08_04
8619.0,55 m²,14 m,4 m,"104,55 triệu/m²",2020_08_04
8621.0,60 m²,15 m,4 m,150 triệu/m²,2020_08_04
8625.0,19 m²,6 m,3.3 m,"70,18 triệu/m²",2020_08_04
8627.0,35 m²,10 m,3.3 m,100 triệu/m²,2020_08_04
8636.0,30 m²,10 m,3 m,35 triệu/m²,2020_08_04
8640.0,25 m²,8 m,3 m,76 triệu/m²,2020_08_04
8644.0,66 m²,13.5 m,5 m,"123,48 triệu/m²",2020_08_04
8646.0,52 m²,8.3 m,6.3 m,"86,54 triệu/m²",2020_08_04
8649.0,50 m²,10.9 m,4.6 m,140 triệu/m²,2020_08_04
8655.0,40 m²,10 m,4 m,140 triệu/m²,2020_08_04
8656.0,40 m²,10 m,4 m,"137,5 triệu/m²",2020_08_04
8661.0,97 m²,19 m,5 m,"252,58 triệu/m²",2020_08_04
8662.0,35 m²,8 m,4 m,"72,86 triệu/m²",2020_08_04
8669.0,73 m²,12 m,6 m,"253,42 triệu/m²",2020_08_04
8677.0,74 m²,9 m,9 m,"17,84 triệu/m²",2020_08_04
8680.0,40 m²,10 m,4 m,135 triệu/m²,2020_08_04
8688.0,40 m²,10 m,4 m,"72,5 triệu/m²",2020_08_04
8700.0,55 m²,8 m,8 m,70 triệu/m²,2020_08_04
8708.0,66 m²,8 m,8 m,"75,76 triệu/m²",2020_08_04
8709.0,58 m²,15 m,4 m,"13,79 triệu/m²",2020_08_04
8719.0,30 m²,9 m,3.1 m,"118,33 triệu/m²",2020_08_04
8727.0,50 m²,12 m,4 m,172 triệu/m²,2020_08_04
8729.0,170 m²,16 m,9 m,"147,06 triệu/m²",2020_08_04
8733.0,45 m²,12.5 m,3.7 m,"86,67 triệu/m²",2020_08_04
8735.0,37 m²,8 m,5 m,"159,46 triệu/m²",2020_08_04
8743.0,34 m²,10 m,3.4 m,"51,47 triệu/m²",2020_08_04
8745.0,75 m²,21 m,3.6 m,"61,07 triệu/m²",2020_08_04
8747.0,38 m²,18 m,2.2 m,"102,63 triệu/m²",2020_08_04
8756.0,25 m²,6 m,4.5 m,90 triệu/m²,2020_08_04
8758.0,38 m²,12.3 m,3.1 m,"81,58 triệu/m²",2020_08_04
8759.0,24 m²,7 m,4 m,"79,17 triệu/m²",2020_08_04
8765.0,52 m²,13 m,4 m,"81,73 triệu/m²",2020_08_04
8768.0,45 m²,10 m,4.5 m,"115,56 triệu/m²",2020_08_04
8774.0,60 m²,9 m,7 m,"116,67 triệu/m²",2020_08_04
8776.0,30 m²,9 m,3.4 m,71 triệu/m²,2020_08_04
8784.0,30 m²,9 m,3.8 m,"73,33 triệu/m²",2020_08_04
8793.0,40 m²,8 m,5 m,"127,5 triệu/m²",2020_08_04
8797.0,30 m²,8 m,4 m,"88,33 triệu/m²",2020_08_04
8804.0,99 m²,16 m,6.2 m,"136,36 triệu/m²",2020_08_04
8808.0,35 m²,9 m,4 m,"91,43 triệu/m²",2020_08_04
8813.0,30 m²,6 m,5.6 m,93 triệu/m²,2020_08_04
8820.0,60 m²,11 m,5.6 m,"55,83 triệu/m²",2020_08_04
8829.0,64 m²,16 m,4 m,"120,31 triệu/m²",2020_08_04
8832.0,37 m²,9 m,4 m,"75,68 triệu/m²",2020_08_04
8835.0,28 m²,7 m,4 m,75 triệu/m²,2020_08_04
8837.0,43 m²,12 m,3.4 m,"123,26 triệu/m²",2020_08_04
8843.0,35 m²,10 m,35 m,"81,43 triệu/m²",2020_08_04
8844.0,32 m²,9 m,3.5 m,"99,69 triệu/m²",2020_08_04
8848.0,35 m²,10 m,3.5 m,60 triệu/m²,2020_08_04
8851.0,36 m²,7 m,5 m,"83,33 triệu/m²",2020_08_04
8852.0,36 m²,9 m,4 m,"83,33 triệu/m²",2020_08_04
8858.0,54 m²,12 m,4.5 m,"62,96 triệu/m²",2020_08_04
8860.0,65 m²,16 m,4.2 m,"1,77 triệu/m²",2020_08_04
8864.0,30 m²,6 m,5 m,"60,33 triệu/m²",2020_08_04
8867.0,92 m²,20.5 m,4.5 m,50 triệu/m²,2020_08_04
8871.0,25 m²,6.3 m,4 m,132 triệu/m²,2020_08_04
8879.0,52 m²,15 m,4 m,"109,62 triệu/m²",2020_08_04
8880.0,36 m²,9.1 m,4.1 m,"79,17 triệu/m²",2020_08_04
8884.0,72 m²,12 m,5 m,"109,72 triệu/m²",2020_08_04
8885.0,34 m²,10 m,3.4 m,"57,35 triệu/m²",2020_08_04
8886.0,34 m²,11 m,3 m,"88,24 triệu/m²",2020_08_04
8896.0,36 m²,9 m,4 m,"186,11 triệu/m²",2020_08_04
8898.0,43 m²,11 m,3.7 m,"87,21 triệu/m²",2020_08_04
8905.0,70 m²,10 m,6 m,"61,43 triệu/m²",2020_08_04
8906.0,52.2 m²,10 m,5.2 m,"109,62 triệu/m²",2020_08_04
8909.0,180 m²,20 m,9 m,"222,22 triệu/m²",2020_08_04
8919.0,35 m²,10 m,3.5 m,"91,43 triệu/m²",2020_08_04
8924.0,30 m²,4.76 m,6.46 m,"71,67 triệu/m²",2020_08_04
8934.0,57 m²,15 m,4 m,"254,39 triệu/m²",2020_08_04
8949.0,35 m²,8 m,4 m,"142,86 triệu/m²",2020_08_04
8950.0,42 m²,13 m,3 m,"76,19 triệu/m²",2020_08_04
8951.0,51 m²,6 m,8 m,"39,22 triệu/m²",2020_08_04
8952.0,200 m²,20 m,10 m,"162,5 triệu/m²",2020_08_04
8954.0,46 m²,12 m,4 m,"105,43 triệu/m²",2020_08_04
8957.0,34 m²,9.5 m,3.7 m,"85,29 triệu/m²",2020_08_04
8962.0,56 m²,14 m,4 m,75 triệu/m²,2020_08_04
8964.0,27 m²,9 m,3.4 m,"107,41 triệu/m²",2020_08_04
8971.0,38 m²,8 m,5 m,"89,47 triệu/m²",2020_08_04
8979.0,60 m²,15 m,4.2 m,"70,83 triệu/m²",2020_08_04
8982.0,40 m²,10 m,4 m,"68,75 triệu/m²",2020_08_04
8989.0,32 m²,7.5 m,4.5 m,"73,44 triệu/m²",2020_08_04
8999.0,35 m²,7 m,5 m,"142,86 triệu/m²",2020_08_04
9009.0,40 m²,8 m,5 m,"137,5 triệu/m²",2020_08_04
9014.0,16 m²,16 m,3.2 m,"87,5 triệu/m²",2020_08_04
9030.0,25 m²,6 m,4 m,110 triệu/m²,2020_08_04
9035.0,32.4 m²,7.5 m,4.33 m,"43,75 triệu/m²",2020_08_04
9043.0,104 m²,5 m,24 m,"72,12 triệu/m²",2020_08_04
9045.0,40 m²,12 m,3.4 m,"73,75 triệu/m²",2020_08_04
9049.0,160 m²,40 m,7 m,"256,25 triệu/m²",2020_08_04
9053.0,130 m²,22 m,6 m,"223,08 triệu/m²",2020_08_04
9058.0,40 m²,7 m,4 m,65 triệu/m²,2020_08_04
9072.0,95 m²,35 m,5 m,"94,74 triệu/m²",2020_08_04
9078.0,56 m²,8 m,7 m,"123,21 triệu/m²",2020_08_04
9085.0,36 m²,4 m,4 m,75 triệu/m²,2020_08_04
9086.0,32 m²,10 m,3.2 m,"39,06 triệu/m²",2020_08_04
9100.0,71 m²,14 m,5 m,"64,79 triệu/m²",2020_08_04
9108.0,75 m²,21 m,3.6 m,"61,07 triệu/m²",2020_08_04
9117.0,52 m²,7 m,8 m,"73,08 triệu/m²",2020_08_04
9122.0,40 m²,10 m,4 m,"71,25 triệu/m²",2020_08_04
9125.0,37 m²,9.5 m,4.2 m,"89,19 triệu/m²",2020_08_04
9134.0,45 m²,9 m,5 m,"102,22 triệu/m²",2020_08_04
9135.0,36 m²,12 m,3 m,"83,33 triệu/m²",2020_08_04
9137.0,60 m²,12 m,5 m,"124,17 triệu/m²",2020_08_04
9142.0,30 m²,8 m,4 m,200 triệu/m²,2020_08_04
9158.0,37 m²,9.34 m,3.95 m,"86,49 triệu/m²",2020_08_04
9161.0,36 m²,10 m,3.6 m,"81,94 triệu/m²",2020_08_04
9165.0,40 m²,10 m,4 m,"62,5 triệu/m²",2020_08_04
9175.0,50 m²,10 m,5 m,153 triệu/m²,2020_08_04
9178.0,40 m²,8 m,5 m,55 triệu/m²,2020_08_04
9179.0,45 m²,12 m,3.6 m,"113,33 triệu/m²",2020_08_04
9184.0,65 m²,8 m,8 m,"103,08 triệu/m²",2020_08_04
9185.0,55 m²,11 m,5 m,"50,91 triệu/m²",2020_08_04
9186.0,50 m²,10 m,5 m,130 triệu/m²,2020_08_04
9196.0,95 m²,20 m,5 m,"103,16 triệu/m²",2020_08_04
9197.0,35 m²,10 m,3.5 m,"88,57 triệu/m²",2020_08_04
9204.0,46 m²,11 m,4.2 m,"85,87 triệu/m²",2020_08_04
9208.0,52 m²,13 m,4 m,"91,35 triệu/m²",2020_08_04
9217.0,40 m²,10 m,4 m,85 triệu/m²,2020_08_04
9227.0,40 m²,8 m,5 m,"62,5 triệu/m²",2020_08_04
9240.0,33 m²,8.2 m,4 m,"83,33 triệu/m²",2020_08_04
9243.0,65 m²,16 m,4.2 m,"17,69 triệu/m²",2020_08_04
9246.0,38 m²,12 m,3.5 m,"69,74 triệu/m²",2020_08_04
9247.0,68 m²,70 m,6 m,"147,06 triệu/m²",2020_08_04
9251.0,60 m²,10 m,6 m,55 triệu/m²,2020_08_04
9255.0,96 m²,12 m,8.4 m,"55,21 triệu/m²",2020_08_04
9256.0,63 m²,13 m,5 m,"55,56 triệu/m²",2020_08_04
9269.0,58.5 m²,15 m,4 m,"102,59 triệu/m²",2020_08_04
9271.0,55 m²,15 m,4 m,"72,73 triệu/m²",2020_08_04
9276.0,50 m²,10 m,5 m,124 triệu/m²,2020_08_04
9277.0,30 m²,6 m,5 m,"83,33 triệu/m²",2020_08_04
9278.0,27 m²,9 m,3.5 m,"94,44 triệu/m²",2020_08_04
9279.0,38 m²,12 m,3.5 m,"73,68 triệu/m²",2020_08_04
9280.0,34 m²,8.2 m,4.2 m,"67,65 triệu/m²",2020_08_04
9284.0,45 m²,10 m,4.5 m,"142,22 triệu/m²",2020_08_04
9290.0,35 m²,7 m,5 m,"71,43 triệu/m²",2020_08_04
9292.0,45 m²,11 m,4 m,"84,44 triệu/m²",2020_08_04
9304.0,41 m²,10 m,4 m,"75,61 triệu/m²",2020_08_04
9311.0,60 m²,10 m,6.1 m,"88,33 triệu/m²",2020_08_04
9318.0,60 m²,13 m,4 m,"71,67 triệu/m²",2020_08_04
9320.0,42 m²,10.5 m,4 m,"92,86 triệu/m²",2020_08_04
9322.0,33 m²,11 m,3 m,"69,7 triệu/m²",2020_08_04
9326.0,35 m²,7 m,5 m,"64,29 triệu/m²",2020_08_04
9328.0,40 m²,10 m,4 m,"107,5 triệu/m²",2020_08_04
9338.0,29 m²,8 m,4 m,"63,79 triệu/m²",2020_08_04
9339.0,80 m²,10.5 m,7.5 m,"97,5 triệu/m²",2020_08_04
9345.0,38 m²,8.3 m,3.6 m,"88,95 triệu/m²",2020_08_04
9352.0,27 m²,7.5 m,3.6 m,"110,37 triệu/m²",2020_08_04
9354.0,50 m²,12.5 m,4 m,130 triệu/m²,2020_08_04
9358.0,30 m²,9 m,3.5 m,75 triệu/m²,2020_08_04
9360.0,56 m²,11 m,5 m,"102,68 triệu/m²",2020_08_04
9369.0,41 m²,10 m,4 m,"80,49 triệu/m²",2020_08_04
9374.0,57 m²,13 m,4.3 m,"51,75 triệu/m²",2020_08_04
9376.0,40 m²,10.1 m,3.8 m,70 triệu/m²,2020_08_04
9378.0,30 m²,9.3 m,3.2 m,"86,67 triệu/m²",2020_08_04
9382.0,32 m²,8 m,4 m,"83,75 triệu/m²",2020_08_04
9389.0,161 m²,18 m,8 m,"27,33 triệu/m²",2020_08_04
9398.0,34 m²,10 m,3.4 m,"83,82 triệu/m²",2020_08_04
9401.0,51 m²,10 m,5 m,"133,33 triệu/m²",2020_08_04
9403.0,45 m²,15 m,3 m,"93,33 triệu/m²",2020_08_04
9417.0,34 m²,6.2 m,5 m,"80,88 triệu/m²",2020_08_04
9425.0,120 m²,12 m,9.8 m,"53,33 triệu/m²",2020_08_04
9430.0,36 m²,9 m,3.8 m,"79,17 triệu/m²",2020_08_04
9438.0,42 m²,15 m,3.5 m,"59,52 triệu/m²",2020_08_04
9440.0,28 m²,20 m,15 m,75 triệu/m²,2020_08_04
9441.0,128 m²,32 m,80 m,"73,44 triệu/m²",2020_08_04
9442.0,33 m²,9 m,3.6 m,"93,94 triệu/m²",2020_08_04
9444.0,42 m²,7 m,6 m,"92,86 triệu/m²",2020_08_04
9447.0,44 m²,11 m,4 m,"163,64 triệu/m²",2020_08_04
9459.0,32 m²,8 m,4 m,"90,63 triệu/m²",2020_08_04
9472.0,40 m²,8 m,5 m,"92,5 triệu/m²",2020_08_04
9473.0,49 m²,8 m,6 m,"104,08 triệu/m²",2020_08_04
9475.0,60 m²,18 m,33 m,"53,33 triệu/m²",2020_08_04
9479.0,58 m²,12.6 m,4.6 m,"127,59 triệu/m²",2020_08_04
9480.0,90 m²,15 m,6 m,"31,11 triệu/m²",2020_08_04
9486.0,64 m²,30 m,5 m,"64,06 triệu/m²",2020_08_04
9487.0,2 m²,12 m,4 m,"2,65 triệu/m²",2020_08_04
9490.0,51 m²,13 m,4 m,"92,16 triệu/m²",2020_08_04
9492.0,56 m²,14 m,4 m,"142,86 triệu/m²",2020_08_04
9495.0,38 m²,9 m,5 m,"76,32 triệu/m²",2020_08_04
9496.0,32 m²,11 m,3 m,"71,88 triệu/m²",2020_08_04
9501.0,50 m²,10 m,5 m,53 triệu/m²,2020_08_04
9505.0,43 m²,11 m,4 m,100 triệu/m²,2020_08_04
9511.0,55 m²,10 m,5 m,"112,73 triệu/m²",2020_08_04
9514.0,37 m²,9 m,4 m,"80,81 triệu/m²",2020_08_04
